,longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_household
6936,-118.09,34.0,36.0,3.045,160600.0,0,0,0,5.140298507462687
9874,-121.83,36.62,33.0,3.5,162400.0,0,0,0,5.172535211267606
15887,-122.38,37.73,15.0,1.4133,203400.0,0,1,0,4.303605313092979
10131,-117.91,33.92,21.0,4.7222,208300.0,0,0,0,5.428571428571429
13041,-121.13,38.66,2.0,6.2503,222500.0,1,0,0,8.408163265306122
9750,-121.69,36.62,19.0,6.0332,244900.0,0,0,0,7.062962962962963
7283,-118.25,33.98,37.0,2.5637,125000.0,0,0,0,3.748129675810474
4424,-118.25,34.06,20.0,1.5491,225000.0,0,0,0,1.64
4213,-118.27,34.14,29.0,2.7685,204500.0,0,0,0,3.658252427184466
20584,-121.95,38.65,19.0,3.3472,69800.0,1,0,0,5.802752293577981
3202,-119.64,36.36,13.0,5.2134,97400.0,1,0,0,7.564102564102564
20369,-118.9,34.18,20.0,5.8652,302600.0,0,0,0,7.116022099447513
13435,-117.44,34.1,43.0,2.075,95100.0,1,0,0,4.624641833810888
1869,-119.95,38.95,21.0,1.7245,92200.0,1,0,0,5.796033994334278
7605,-118.25,33.89,37.0,2.9643,103200.0,0,0,0,5.316326530612245
5005,-118.32,34.01,50.0,3.1548,157700.0,0,0,0,5.4017595307917885
3566,-118.58,34.23,29.0,4.1023,230200.0,0,0,0,5.37414030261348
1714,-122.33,38.0,35.0,2.9781,109000.0,0,1,0,5.565537555228277
10527,-117.71,33.54,7.0,10.4415,453800.0,0,0,0,8.825539568345324
15475,-117.21,33.13,15.0,2.2278,132800.0,0,0,1,4.618581907090465
9271,-122.62,38.15,14.0,6.4092,334900.0,0,0,0,6.528901734104046
417,-122.26,37.9,37.0,7.8336,371300.0,0,1,0,6.132596685082873
4723,-118.37,34.05,41.0,2.9883,296100.0,0,0,0,4.538314176245211
12093,-117.4,33.76,8.0,4.4875,249100.0,1,0,0,6.087227414330218
5593,-118.25,33.8,36.0,3.35,163100.0,0,0,0,4.2853535353535355
11849,-121.0,39.75,8.0,2.5893,83000.0,1,0,0,28.615384615384617
14455,-117.28,32.83,34.0,3.7306,500000.0,0,0,1,3.864297253634895
19782,-122.96,40.77,29.0,3.2891,93100.0,1,0,0,6.062962962962963
18007,-121.96,37.29,24.0,5.0,283000.0,0,0,0,4.492753623188406
8994,-118.36,33.99,43.0,4.1375,287100.0,0,0,0,5.070610687022901
15959,-122.43,37.71,35.0,4.5,266900.0,0,1,0,5.450757575757576
2984,-119.01,35.34,36.0,1.5625,46700.0,1,0,0,5.2032085561497325
10512,-117.69,33.52,4.0,3.4455,325000.0,0,0,0,4.434782608695652
10883,-117.89,33.71,16.0,6.2452,266300.0,0,0,0,6.656903765690377
17705,-121.81,37.31,14.0,3.1382,139700.0,0,0,0,4.956442831215971
15519,-117.09,33.15,13.0,3.4764,137500.0,0,0,0,4.711904761904762
19415,-121.07,37.71,39.0,3.375,212500.0,1,0,0,6.027027027027027
4734,-118.38,34.05,52.0,3.0707,417900.0,0,0,0,4.92326139088729
19763,-122.18,40.02,30.0,2.25,68200.0,1,0,0,5.861861861861862
2830,-119.01,35.4,11.0,1.7109,44600.0,1,0,0,4.553934340802502
16203,-121.28,37.94,48.0,1.7039,52700.0,1,0,0,4.194774346793349
18691,-121.77,36.96,20.0,3.525,229100.0,0,0,0,5.009478672985782
2376,-119.55,36.69,21.0,1.7132,55900.0,1,0,0,3.8201970443349755
16339,-121.34,38.04,16.0,3.6083,146400.0,1,0,0,5.720486111111111
1141,-121.6,39.75,19.0,1.9766,92600.0,1,0,0,5.787575150300601
14194,-117.04,32.71,28.0,3.57,109800.0,0,0,1,5.488033298647243
458,-122.25,37.87,52.0,0.9490000000000001,350000.0,0,1,0,2.5241090146750524
11815,-121.1,38.95,17.0,2.1287,55300.0,1,0,0,4.0633608815427
2075,-119.84,36.75,34.0,1.575,57100.0,1,0,0,4.376383763837638
8612,-118.37,33.86,28.0,4.119,324000.0,0,0,0,5.0756143667296785
4597,-118.28,34.05,41.0,1.3,162500.0,0,0,0,1.750814332247557
5875,-118.34,34.18,45.0,3.8668,232000.0,0,0,0,5.460949464012251
14693,-117.11,32.79,16.0,3.5179,129300.0,0,0,1,3.6476578411405294
14864,-117.09,32.64,38.0,2.7218,145900.0,0,0,1,3.809090909090909
20509,-121.53,38.6,25.0,2.7566,80200.0,1,0,0,4.803355079217148
12377,-116.31,33.73,19.0,3.2846,131900.0,1,0,0,7.079500283929585
2943,-118.97,35.36,31.0,1.5743,46700.0,1,0,0,4.544871794871795
2602,-123.52,41.01,17.0,2.1542,83800.0,1,0,0,7.045045045045045
19486,-120.98,37.67,33.0,2.7621,109100.0,1,0,0,4.745033112582782
9530,-123.1,38.97,36.0,2.5761,94900.0,0,0,0,4.824701195219124
12976,-121.31,38.67,27.0,4.8224,115500.0,1,0,0,5.825072886297376
11051,-117.86,33.79,31.0,3.1792,146400.0,0,0,0,3.712328767123288
13579,-117.3,34.13,52.0,1.2034,79500.0,1,0,0,5.5825825825825826
15241,-117.23,32.99,17.0,15.0001,500001.0,0,0,1,8.52037617554859
3097,-117.66,35.63,33.0,2.0441,42100.0,1,0,0,5.983758700696056
13895,-116.32,34.14,18.0,1.69,54200.0,1,0,0,4.423529411764706
16963,-122.31,37.54,46.0,4.75,388200.0,0,0,1,6.079601990049751
15617,-122.42,37.8,52.0,8.0755,500001.0,0,1,0,5.592156862745098
8481,-118.29,33.93,31.0,2.0437,137200.0,0,0,0,4.047817047817047
5940,-117.91,34.14,42.0,2.2442,166700.0,1,0,0,4.795258620689655
12355,-116.54,33.8,22.0,2.2216,183900.0,1,0,0,6.797752808988764
16493,-121.09,38.03,21.0,4.5169999999999995,152200.0,1,0,0,5.749303621169917
11027,-117.83,33.8,31.0,3.8681,196000.0,0,0,0,4.977777777777778
3926,-118.54,34.19,22.0,2.5739,239200.0,0,0,0,4.586160108548168
4741,-118.35,34.05,47.0,2.5806,234100.0,0,0,0,4.739057239057239
14335,-117.17,32.73,52.0,1.815,116700.0,0,0,1,2.8531468531468533
8913,-118.46,34.03,27.0,2.75,327300.0,0,0,0,3.296979865771812
10876,-117.88,33.73,32.0,4.5726,177500.0,0,0,0,5.864457831325301
14443,-117.25,32.8,26.0,3.3274,295500.0,0,0,1,3.9134615384615383
4720,-118.37,34.05,35.0,3.0862,345300.0,0,0,0,4.6978967495219885
17655,-121.89,37.25,26.0,4.7069,234800.0,0,0,0,5.135693215339233
3772,-118.42,34.15,27.0,5.1496,365000.0,0,0,0,5.224299065420561
12810,-121.47,38.61,35.0,1.6331,67500.0,1,0,0,4.182926829268292
17385,-120.47,34.98,6.0,3.0723,137300.0,0,0,0,6.269858541893362
10525,-117.7,33.56,3.0,4.1379,183300.0,0,0,0,4.458029197080292
14504,-117.22,32.87,14.0,3.35,171000.0,0,0,1,4.434343434343434
3478,-118.51,34.28,29.0,6.3911,301700.0,0,0,0,6.717908082408875
4623,-118.31,34.06,36.0,0.8804,450000.0,0,0,0,2.713235294117647
19676,-121.63,39.16,7.0,2.4183,103800.0,1,0,0,4.582926829268293
10641,-117.8,33.69,13.0,3.3438,333300.0,0,0,0,3.9222972972972974
2414,-119.43,36.59,15.0,1.767,63300.0,1,0,0,4.436893203883495
17793,-121.82,37.36,34.0,3.7188,161500.0,0,0,0,5.285302593659942
1450,-121.95,37.96,18.0,6.1436,259500.0,1,0,0,7.323529411764706
16978,-122.3,37.57,36.0,5.033,270900.0,0,1,0,5.332432432432433
1064,-121.85,39.75,39.0,1.8095,78100.0,1,0,0,4.403100775193798
20138,-119.05,34.4,50.0,2.6991,181300.0,0,0,0,4.809338521400778
10790,-117.91,33.63,32.0,3.5388,407000.0,0,0,0,5.031390134529148
17313,-120.18,34.75,17.0,3.7958,400000.0,0,0,0,5.777158774373259
11122,-117.92,33.84,45.0,4.6111,223000.0,0,0,0,5.355437665782493
825,-122.08,37.63,35.0,4.0682,156900.0,0,1,0,4.831775700934579
6493,-118.02,34.08,28.0,2.6071,175900.0,1,0,0,4.76592082616179
12930,-121.21,38.65,14.0,5.6529,196000.0,1,0,0,6.817821782178218
18156,-122.06,37.36,35.0,6.0777,327500.0,0,0,0,5.918681318681319
9783,-121.2,36.14,12.0,3.9647,135000.0,0,0,0,5.629518072289157
10924,-117.88,33.73,36.0,3.75,170500.0,0,0,0,5.202105263157895
20080,-120.43,38.02,15.0,3.6875,186000.0,1,0,0,6.426294820717131
19456,-120.95,37.65,37.0,2.2279,225000.0,1,0,0,6.181818181818182
14586,-117.19,32.84,35.0,3.875,172000.0,0,0,1,5.546568627450981
10577,-117.69,33.63,23.0,4.9079,273800.0,0,0,0,5.707509881422925
3787,-118.37,34.17,15.0,2.3784,185400.0,0,0,0,3.882147024504084
5759,-118.29,34.17,17.0,2.3482,255400.0,0,0,0,3.879154078549849
10951,-117.86,33.75,13.0,1.5054,137500.0,0,0,0,2.4764795144157814
6051,-117.75,34.04,22.0,3.125,113600.0,1,0,0,4.897009966777409
12094,-117.4,33.85,9.0,5.4625,223600.0,1,0,0,6.999071494893222
12594,-121.49,38.53,40.0,3.125,130600.0,1,0,0,5.873267326732673
15589,-116.67,32.97,16.0,5.359,193800.0,0,0,0,8.116279069767442
5369,-118.39,34.05,42.0,6.6368,500001.0,0,0,0,7.1911764705882355
16298,-121.22,37.96,31.0,2.625,72100.0,1,0,0,4.416666666666667
5027,-118.34,33.99,46.0,3.1731,140300.0,0,0,0,3.9901639344262296
12114,-117.23,33.94,7.0,3.5851,142000.0,1,0,0,5.414443988510464
12186,-117.34,33.71,10.0,3.1513,154300.0,0,0,0,6.096470588235294
3127,-118.01,35.12,15.0,3.3889,68500.0,1,0,0,6.094936708860759
18857,-122.27,41.2,52.0,1.5923,56000.0,1,0,0,5.537423312883435
19623,-121.09,37.33,40.0,1.7188,112500.0,1,0,0,5.458333333333333
4851,-118.3,34.03,40.0,2.7125,150000.0,0,0,0,4.7478991596638656
9083,-118.17,34.68,13.0,6.6772,185600.0,1,0,0,7.37707182320442
18592,-122.07,37.13,26.0,4.9792,240000.0,0,0,1,5.663316582914573
10835,-117.92,33.68,25.0,4.4732,245600.0,0,0,0,4.712616822429907
3848,-118.45,34.18,34.0,3.6875,246400.0,0,0,0,4.419664268585132
12952,-121.28,38.71,35.0,3.575,113500.0,1,0,0,5.373263888888889
12470,-121.46,38.58,52.0,3.8914,181600.0,1,0,0,5.673101673101673
11825,-120.98,38.99,17.0,3.6354,162900.0,1,0,0,5.471061093247588
5113,-118.29,33.96,36.0,1.4868,113200.0,0,0,0,4.665760869565218
412,-122.28,37.89,52.0,4.5893,290100.0,0,1,0,6.273712737127371
15319,-117.35,33.2,23.0,2.5754,169700.0,0,0,1,5.30064308681672
6361,-117.97,34.13,33.0,3.4777,144500.0,1,0,0,4.345415778251599
12541,-121.49,38.56,52.0,3.6729,137800.0,1,0,0,5.077142857142857
16240,-121.29,37.99,41.0,3.4141,90600.0,1,0,0,5.027027027027027
6184,-117.92,34.09,35.0,5.0123,165700.0,0,0,0,5.451807228915663
6192,-117.9,34.1,35.0,4.5655,176600.0,0,0,0,5.670807453416149
11029,-117.83,33.79,25.0,2.9312,220100.0,0,0,0,4.5
14655,-117.14,32.8,35.0,2.5368,169600.0,0,0,1,6.21078431372549
2466,-119.84,36.54,19.0,2.4375,78200.0,1,0,0,6.0368663594470044
11199,-117.9,33.83,23.0,2.8072,164700.0,0,0,0,4.1120401337792645
4746,-118.34,34.05,50.0,3.1944,213500.0,0,0,0,4.997512437810945
2960,-119.04,35.35,27.0,3.1753,85000.0,1,0,0,5.134228187919463
8020,-118.11,33.84,37.0,4.8594,220300.0,0,0,0,6.481632653061224
13112,-121.35,38.4,11.0,3.175,94400.0,1,0,0,5.476415094339623
15087,-116.93,32.82,26.0,4.2586,171000.0,0,0,0,5.750696378830083
20115,-120.42,37.98,18.0,2.5129,115900.0,1,0,0,5.265060240963855
5684,-118.28,33.68,8.0,3.7282,287500.0,0,0,1,5.572549019607843
17427,-120.47,34.65,32.0,2.3333,130200.0,0,0,1,5.816976127320955
12568,-121.42,38.54,29.0,2.925,94300.0,1,0,0,5.017021276595744
17327,-120.08,34.62,11.0,4.6554,272300.0,0,0,1,5.975945017182131
6827,-118.11,34.08,42.0,3.3966,243200.0,0,0,0,4.940809968847352
10725,-117.82,33.64,18.0,9.8589,500001.0,0,0,0,7.100719424460432
16756,-122.48,37.7,33.0,3.049,307000.0,0,0,1,3.171232876712329
14089,-117.11,32.76,31.0,3.3854,204400.0,0,0,1,4.11669658886894
20215,-119.26,34.28,41.0,3.0799,254100.0,0,0,1,5.21626617375231
10116,-117.93,33.94,28.0,4.225,224700.0,0,0,0,5.576864535768645
3512,-118.47,34.26,35.0,5.5792,218400.0,0,0,0,5.469740634005763
8912,-118.49,34.02,30.0,3.1635,366700.0,0,0,0,3.5050675675675675
8319,-118.29,33.96,32.0,1.554,100000.0,0,0,0,4.181168057210965
10544,-117.76,33.71,14.0,8.3634,355100.0,0,0,0,7.475778546712803
7848,-118.17,33.89,52.0,7.2423,350000.0,0,0,0,7.875
7616,-118.22,33.86,16.0,5.1948,203500.0,0,0,0,5.848626925653048
18547,-122.02,36.97,44.0,1.1552,250000.0,0,0,1,4.273381294964029
20134,-118.9,34.4,16.0,1.5781,134400.0,0,0,0,4.988549618320611
4511,-118.19,34.04,40.0,1.9688,150000.0,0,0,0,3.8967971530249113
856,-122.01,37.58,17.0,5.7579,231800.0,0,1,0,5.981969486823855
13134,-121.43,38.46,18.0,4.0625,100300.0,1,0,0,5.259541984732825
8184,-118.1,33.78,35.0,5.7389,251800.0,0,0,0,6.010767160161508
18843,-122.9,41.46,31.0,1.7292,61700.0,1,0,0,5.2987551867219915
15639,-122.42,37.8,52.0,4.3472,500001.0,0,1,0,4.296466973886329
9082,-118.17,34.69,12.0,4.1667,171900.0,1,0,0,6.74171270718232
12239,-116.93,33.73,13.0,4.0433,132300.0,1,0,0,6.996116504854369
11867,-121.06,40.23,23.0,3.4844,143800.0,1,0,0,13.258823529411766
5800,-118.24,34.15,7.0,1.7301,202300.0,0,0,0,3.208398133748056
17506,-121.9,37.35,52.0,2.7411,227100.0,0,0,0,4.63677130044843
16346,-121.34,38.03,12.0,4.9861,133500.0,1,0,0,7.123684210526315
6344,-117.74,34.06,4.0,1.4722,137500.0,1,0,0,3.769647696476965
8781,-118.32,33.79,32.0,4.1477,315100.0,0,0,0,4.879098360655738
2945,-118.98,35.35,21.0,1.7614,33200.0,1,0,0,4.0
8956,-118.38,34.01,18.0,4.7612,304100.0,0,0,0,4.9625
2758,-115.49,32.67,29.0,1.1311,84700.0,1,0,0,3.8753180661577606
7690,-118.1,33.94,34.0,6.1814,453600.0,0,0,0,7.028880866425993
14106,-117.1,32.75,23.0,1.7446,85200.0,0,0,1,3.7764227642276422
12169,-117.07,33.72,16.0,2.7983,112500.0,1,0,0,5.77725674091442
5561,-118.28,33.92,37.0,2.1875,175900.0,0,0,0,4.932773109243698
10486,-117.68,33.48,15.0,5.0527,231400.0,0,0,0,6.09556313993174
7324,-118.18,33.98,30.0,2.3444,156100.0,0,0,0,3.18348623853211
12790,-121.45,38.65,5.0,2.6369,110000.0,1,0,0,5.381526104417671
6584,-118.22,34.23,34.0,8.4802,500001.0,0,0,0,6.895397489539749
1780,-122.36,37.95,38.0,1.5139,81700.0,0,1,0,3.727272727272727
15154,-117.03,33.0,6.0,7.7569,387400.0,0,0,0,7.972727272727273
19053,-121.69,38.16,33.0,3.2937,96400.0,1,0,0,5.317647058823529
15311,-117.38,33.19,26.0,1.9891,500000.0,0,0,1,4.6067039106145256
5562,-118.28,33.91,41.0,2.6546,159600.0,0,0,0,3.8271604938271606
18961,-122.04,38.25,52.0,2.4,125000.0,1,0,0,5.490566037735849
1090,-121.82,39.72,42.0,1.5064,66300.0,1,0,0,4.3858615611192935
282,-122.13,37.77,24.0,7.0712,293000.0,0,1,0,7.589506172839506
18275,-122.07,37.34,33.0,5.4659,500001.0,0,0,0,5.592592592592593
12053,-117.56,33.88,40.0,2.0682,113000.0,1,0,0,4.635658914728682
3497,-118.48,34.27,33.0,4.9955,216800.0,0,0,0,6.061784897025172
13135,-121.43,38.47,21.0,4.35,96200.0,1,0,0,5.93687707641196
16831,-122.49,37.59,35.0,5.1282,262500.0,0,0,1,5.543388429752066
3143,-118.16,35.05,44.0,2.5875,68900.0,1,0,0,4.66546762589928
219,-122.21,37.79,35.0,2.875,143800.0,0,1,0,4.520725388601036
8599,-118.36,33.87,19.0,4.9375,293000.0,0,0,0,4.617647058823529
18123,-122.0,37.31,33.0,4.7235,242200.0,0,0,0,4.890824622531939
19233,-122.66,38.47,20.0,4.75,190500.0,0,0,0,6.1
8827,-118.36,34.1,37.0,2.875,300000.0,0,0,0,3.6601340897369776
3676,-118.39,34.21,14.0,2.6667,172400.0,0,0,0,3.4956413449564137
16540,-121.22,37.79,38.0,2.5025,101900.0,1,0,0,4.708971553610503
19341,-122.87,38.62,52.0,2.1903,160000.0,0,0,0,4.27683615819209
9813,-121.92,36.61,29.0,3.1543,253800.0,0,0,1,4.933949801849406
6448,-118.04,34.13,39.0,6.0878,430200.0,1,0,0,7.266081871345029
2502,-120.38,36.76,12.0,1.4038,54300.0,1,0,0,3.8353909465020575
6008,-117.76,34.07,48.0,2.8594,127200.0,1,0,0,5.307339449541284
11284,-117.96,33.78,35.0,6.37,229200.0,0,0,0,6.129032258064516
486,-122.26,37.86,52.0,2.9044,257400.0,0,1,0,4.404282115869018
8633,-118.4,33.88,35.0,7.5,500001.0,0,0,0,6.374545454545455
2636,-124.15,40.59,39.0,2.0938,79600.0,0,0,1,5.59433962264151
10539,-117.7,33.48,6.0,6.3088,340300.0,0,0,0,7.038608400509122
20547,-121.77,38.68,43.0,2.1927,107900.0,1,0,0,4.32994923857868
18503,-122.03,37.18,10.0,6.0622,390000.0,0,0,0,10.095238095238095
17221,-119.71,34.45,35.0,5.5922,384400.0,0,0,0,6.219373219373219
3283,-122.8,39.08,17.0,1.4676,65000.0,1,0,0,5.497076023391813
6110,-117.89,34.13,34.0,4.1995,147400.0,0,0,0,5.607792207792208
20303,-119.18,34.16,12.0,5.2783,167400.0,0,0,1,4.466019417475728
4771,-118.35,34.04,45.0,2.5625,138000.0,0,0,0,3.997826086956522
6207,-117.9,34.06,33.0,5.4469,274700.0,0,0,0,6.1854545454545455
7306,-118.2,33.99,35.0,3.1979,154700.0,0,0,0,3.2950819672131146
16675,-120.7,35.14,17.0,3.5352,357800.0,0,0,1,6.228540772532189
15392,-116.99,33.2,17.0,3.1553,250000.0,0,0,0,5.900990099009901
16680,-120.59,35.13,8.0,4.6776,295500.0,0,0,0,6.871635610766045
17516,-121.93,37.33,44.0,5.4273,421000.0,0,0,0,5.712
2355,-119.68,36.77,21.0,6.0132,150800.0,1,0,0,6.146341463414634
2050,-119.71,36.73,19.0,5.2608,151400.0,1,0,0,7.0928571428571425
15209,-117.08,33.01,5.0,6.1949,238700.0,0,0,0,6.273835920177383
18992,-122.0,38.41,11.0,4.945,298400.0,1,0,0,6.661971830985915
12000,-117.57,33.93,3.0,7.5408,271900.0,1,0,0,8.493150684931507
15656,-122.41,37.79,52.0,3.2059,500001.0,0,1,0,3.4479465138490926
3542,-118.57,34.27,20.0,9.6047,500001.0,0,0,0,8.46788990825688
19612,-121.11,37.47,12.0,3.5795,145600.0,1,0,0,6.857575757575757
5469,-118.47,33.99,37.0,3.4071,267500.0,0,0,0,3.3830455259026686
3428,-118.42,34.27,37.0,3.225,147500.0,0,0,0,4.2845188284518825
1373,-122.12,38.0,20.0,4.2042,166400.0,0,1,0,5.241379310344827
15611,-116.89,32.67,9.0,6.2578,293100.0,0,0,0,7.3259668508287294
9354,-122.56,37.94,36.0,10.6272,500001.0,0,1,0,8.394190871369295
8893,-118.52,34.01,25.0,3.1433,500001.0,0,0,0,4.355450236966824
16669,-120.7,35.32,46.0,4.2639,350000.0,0,0,1,9.076923076923077
14140,-117.08,32.75,20.0,2.0077,118300.0,0,0,1,4.305194805194805
664,-122.14,37.7,36.0,3.9702,194100.0,0,1,0,5.297071129707113
14588,-117.19,32.83,30.0,4.0114,169800.0,0,0,1,4.878464818763327
12896,-121.34,38.64,12.0,3.8068,161000.0,1,0,0,4.906194690265487
15037,-116.98,32.77,29.0,8.093,379600.0,0,0,0,7.995505617977528
4068,-118.48,34.15,31.0,5.4591,495500.0,0,0,0,5.981132075471698
10448,-117.67,33.47,22.0,1.6393,500001.0,0,0,0,4.819787985865724
16605,-120.67,35.63,8.0,4.2841,256700.0,0,0,0,7.060367454068241
2379,-119.55,36.72,6.0,2.1515,63900.0,1,0,0,5.440366972477064
3822,-118.48,34.19,36.0,3.8833,210400.0,0,0,0,4.865248226950355
10737,-117.91,33.61,40.0,4.8,500001.0,0,0,0,6.580188679245283
6030,-117.75,34.07,52.0,1.6006,146200.0,1,0,0,4.427083333333333
3493,-118.48,34.28,35.0,5.5608,226700.0,0,0,0,5.948818897637795
4704,-118.34,34.05,52.0,3.9167,321600.0,0,0,0,5.634743875278397
16195,-121.31,37.96,52.0,3.2260000000000004,107600.0,1,0,0,5.372469635627531
2866,-118.92,35.37,17.0,2.4919,75700.0,1,0,0,5.6078125
6392,-118.05,34.14,39.0,8.9728,500001.0,1,0,0,7.013201320132013
1383,-122.09,37.99,19.0,5.4496,205400.0,0,1,0,6.233265720081136
18329,-122.15,37.45,52.0,6.767,500001.0,0,1,0,6.454268292682927
16796,-122.43,37.66,29.0,4.3039,278400.0,0,0,1,4.5987012987012985
1288,-121.78,38.01,19.0,4.4491,133900.0,1,0,0,6.369668246445498
12211,-117.22,33.48,5.0,6.9136,493300.0,0,0,0,8.756906077348066
12139,-117.24,33.85,8.0,2.8194,136300.0,1,0,0,5.759776536312849
7669,-118.08,33.92,39.0,4.5382,165700.0,0,0,0,4.972560975609756
16802,-122.42,37.66,41.0,4.7361,302600.0,0,0,1,5.352078239608802
16421,-121.29,37.87,29.0,2.6563,103100.0,1,0,0,4.243478260869566
13333,-117.66,34.04,10.0,4.2054,159900.0,1,0,0,5.515837104072398
8610,-118.36,33.86,37.0,5.0784,295900.0,0,0,0,6.096551724137931
1524,-122.09,37.91,18.0,7.0895,306900.0,0,1,0,6.939130434782609
14790,-117.12,32.56,20.0,2.9286,257700.0,0,0,1,4.507142857142857
16874,-122.41,37.59,34.0,6.2946,450000.0,0,0,1,6.330112721417069
15494,-117.21,33.12,4.0,4.3672,258900.0,0,0,1,5.81283422459893
10359,-117.66,33.58,16.0,7.5196,315600.0,0,0,0,7.895287958115183
4088,-118.41,34.15,33.0,4.3468,425900.0,0,0,0,4.639815880322209
9510,-123.23,39.13,33.0,3.8958,144000.0,0,0,0,5.419354838709677
4751,-118.32,34.04,39.0,2.2554,165000.0,0,0,0,4.134185303514377
15920,-122.43,37.73,52.0,4.6786,263200.0,0,1,0,4.642228739002933
15825,-122.42,37.75,52.0,3.5536,400000.0,0,1,0,4.116959064327485
9646,-120.85,37.05,32.0,3.1719,140600.0,1,0,0,6.208154506437769
11209,-117.9,33.82,32.0,2.4931,166900.0,0,0,0,4.316363636363636
7774,-118.08,33.91,30.0,0.9946,159900.0,0,0,0,3.3317073170731706
11714,-120.15,39.2,14.0,4.1016,283300.0,1,0,0,20.939393939393938
19086,-122.5,38.4,36.0,4.1307,295700.0,0,0,0,5.486725663716814
20386,-118.93,34.2,17.0,3.886,281300.0,0,0,0,4.70197486535009
15522,-117.06,33.14,27.0,3.8185,137200.0,0,0,0,5.326359832635983
20364,-118.93,34.18,18.0,6.187,287900.0,0,0,0,6.62621359223301
8881,-118.49,34.03,30.0,4.1827,435100.0,0,0,0,4.694797687861271
1599,-122.12,37.88,35.0,8.0448,433300.0,0,1,0,7.672176308539945
8948,-118.46,34.02,45.0,3.0476,456200.0,0,0,0,4.366245694603903
1718,-122.34,37.99,42.0,2.6167,85100.0,0,1,0,4.061007957559681
150,-122.22,37.81,52.0,4.072,270100.0,0,1,0,5.952941176470588
17039,-122.25,37.49,44.0,6.142,394700.0,0,0,1,6.01360544217687
7674,-118.09,33.92,36.0,4.6976,171100.0,0,0,0,5.362612612612613
15071,-116.98,32.79,32.0,3.8667,189700.0,0,0,0,6.280936454849498
13834,-117.22,34.54,8.0,2.9072,119200.0,1,0,0,5.389845094664372
4107,-118.37,34.14,23.0,3.5096,396400.0,0,0,0,3.9393305439330546
1399,-122.08,37.96,21.0,6.0859,266000.0,0,1,0,6.081890812250333
20492,-118.67,34.27,10.0,4.9946,204600.0,0,0,0,5.6863636363636365
5499,-118.42,34.0,14.0,3.1603,287500.0,0,0,0,3.855828220858896
2783,-118.18,37.35,16.0,2.1212,108300.0,1,0,0,5.330532212885154
9427,-122.84,38.07,31.0,3.8269,270700.0,0,0,1,6.255892255892256
4011,-118.59,34.17,36.0,5.4847,296000.0,0,0,0,5.735562310030395
6353,-117.95,34.14,33.0,3.0380000000000003,137500.0,1,0,0,5.504249291784703
8775,-118.31,33.8,29.0,3.7167,308900.0,0,0,0,5.017953321364453
18519,-122.04,36.97,30.0,5.3972,362300.0,0,0,1,6.416666666666667
20578,-121.81,38.84,37.0,2.8542,275000.0,1,0,0,5.253731343283582
20204,-119.2,34.25,25.0,3.8889,187500.0,0,0,1,4.534883720930233
6341,-117.9,33.97,23.0,5.4155,213200.0,0,0,0,6.541814946619217
20033,-119.02,36.07,29.0,1.5911,60800.0,1,0,0,4.57092819614711
2797,-118.18,36.63,23.0,2.2574,104700.0,1,0,0,6.018229166666667
6695,-118.09,34.15,45.0,2.8007,210900.0,1,0,0,4.113149847094801
10586,-117.77,33.7,15.0,5.4248,187200.0,0,0,0,5.2927756653992395
12791,-121.46,38.65,8.0,3.2039,103400.0,1,0,0,5.03494623655914
9638,-120.95,37.09,43.0,2.875,97200.0,1,0,0,5.391304347826087
13896,-116.33,34.15,13.0,1.5489,57400.0,1,0,0,5.65
6220,-117.91,34.05,35.0,5.0758,211100.0,0,0,0,6.378
10454,-117.66,33.48,22.0,2.3846,500001.0,0,0,0,5.1528662420382165
20570,-121.96,38.54,6.0,3.2222,139600.0,1,0,0,4.821428571428571
18712,-122.45,40.61,17.0,2.3289,58200.0,1,0,0,5.772058823529412
9521,-123.2,39.13,26.0,1.375,84400.0,0,0,0,3.6758104738154613
14011,-117.17,32.76,45.0,2.7266,354200.0,0,0,1,4.763993948562784
17105,-122.22,37.46,13.0,6.0255,409300.0,0,0,1,5.73015873015873
4405,-118.24,34.08,52.0,4.9844,187500.0,0,0,0,4.541666666666667
13617,-117.27,34.13,40.0,3.0721,83800.0,1,0,0,4.843283582089552
12502,-121.46,38.57,52.0,2.0549,156700.0,1,0,0,4.242819843342037
4920,-118.25,34.0,36.0,1.6382,105000.0,0,0,0,4.027397260273973
9838,-121.91,36.61,30.0,3.2952,234600.0,0,0,1,4.972924187725631
17983,-121.95,37.3,21.0,3.7188,293000.0,0,0,0,4.147378832838774
1498,-122.01,37.93,25.0,7.5898,330200.0,0,1,0,7.940119760479042
14411,-117.23,32.79,28.0,3.625,266700.0,0,0,1,3.9756888168557536
10172,-117.98,33.86,25.0,3.875,137500.0,0,0,0,5.601092896174864
6931,-118.08,34.01,33.0,2.7679,176400.0,0,0,0,4.827433628318584
17914,-121.99,37.36,32.0,4.6761,298300.0,0,0,0,5.315151515151515
19931,-119.33,36.31,15.0,5.3909,113000.0,1,0,0,5.727626459143969
17800,-121.81,37.37,24.0,7.2861,328000.0,0,0,0,6.2064516129032254
1462,-122.0,37.96,32.0,3.7,179000.0,1,0,0,4.961651917404129
